comments,ratings
贡献了大量极为精彩、充满想象力且必将永载影史的动作场面，但过多的动作场面同时也挤占了另一层叙事的空间，矩阵也好锡安也罢其实只是对前作的小量扩容，但设计师点明的系统调节机制终于让世界观升级，而尼奥在之后独特的选择也证明了两个沃卓斯基对爱与自由意志的笃信。,4
《黑客帝国2：重装上阵》作为一部承上启下的续作，在出色沿袭电影首秀风格的同时，技术的革新，更打造了一场为人惊艳的黑色盛宴，这一点无论是尼奥对战100个同样的史密斯，还是长达14分钟的飙车追逐，都可见一斑，其所带来的视觉震撼，成为了至今诸多电影所效仿的典范。,4
neo那大超既视感的上天遁地，贝鲁奇诡异的吻，动作戏一堆，单挑N个雨果叔【追车+车上互殴+大战法国人手下， zion山洞里奇怪的disco，男女主。法国人讲一堆因果循环快睡着，只有快到结束时Matrix拔拔的那番话整个概念终于完善起来【cyberpunk【又是一部看影评后越不懂的片,4
“安德森又名尼欧，被预言将带领人类去挣脱为电脑幻象所禁锢的锁链。但他首先必须死过才行，于是在303号房间被杀，72秒（类比3天）后复活升入天堂。系列首部曲刚好上映于1999年的周末。本片中，根据建筑师所言尼欧并不是第一个，他是第六个。数字在此具有特别意义，可能前面五个象征着旧约摩西五部。尼欧则代表了新约，按照建筑师的描述，有别于前面五个是因为他具备了爱的能力，而这正是基督教神学的关键。那么尼欧自然更确定就是救世主的科幻体化身。”……黑客帝国三部曲强大在即使你完全没有看出基督神学的隐喻，它们仍然很好看！https://www.douban.com/people/hitchitsch/status/2945101917/,4
我忏悔，基努和贝鲁奇那个吻让我后半段无心参悟人生哲理，甚至人类社会自我清理计划和Neo是系统bug都无法让我回头。满脑子都是基努我🉑贝鲁奇我🉑。要命的选角啊。（为什么新人类社会要有16女7男？）,4
爽就是了。连篇劲爆动作戏可谓同类电影标杆，很多名场面弹跳出来时，差点要惊呼久仰。游戏感加重，更有一种浮游太虚的电光幻影，反过来又契合这个系列的命题。虽说哲思与论辩压缩，但在有限篇幅里抛出的问题，很有深度。Neo在又一个选择题里的背道而驰，让自由意志得以超越千篇一律的所谓大局。无法忘怀Zion里的群舞与缱绻，重点是，奇洛李维斯实太催情。此段与多人种的呈现，遥遥呼应了日后的《超感八人组》。这一集重逢鱼妈《迷失》故人，真好。四星半。@ 资料馆，#北影节#4K修复。,4
本片已经放弃了前一部的许多可探讨内容将注意力集中在了因果论与自由意志/决定论。本片的哲学参考多为大卫休谟，他哲学观中人正是一种既有自由意志又被决定的生物，我们能根据自己的情感自由地做出选择，却又被选择造成的因果论所决定。救世主的设定既拓展了世界观，又限制了剧情的娱乐性；命运的轮回让每个角色的奋斗都蒙上了一层无可避免的悲情色彩，救世主越来越强的能力削弱了其他角色的光芒。重装上阵在特效打戏等方面全面领先第一部，哲学探讨也更加深入了，已是一部难见的电影了。至于Neo为何选择救Trinity而非重建Zion，答案很简单，重建Zion并非拯救，而是把全人类带进又一个痛苦的循环之中，所以打破循环才是真正的拯救。,4
这就是一场腾讯与三六〇大战的游戏啊！不过二没有一完整,4
而本该被尼奥消灭的特勤史密斯似乎出了点问题，脱离了“母体”的控制，拥有可怕的复制能力，阻碍尼奥他们的行动,4
8/10。重温。不惜牺牲叙事的流畅性加塞了许多晦涩的对话，如享受偷情和藏匿着开锁人的法国佬谈笑间的因果论，老议员向尼奥说锡安这座城市是靠着机器存活下来（暗示人机共存的关系），有故作深沉之嫌。结尾在那个由电视墙组成的程序源，母体设计之父以注重逻辑、理性的话语权力，告诉尼奥他是一个程序注定的结果，没有自主选择，从而强有力地挑战观众对真实性的审视：如果连真实的荒漠，人们栖息于地下的在墨菲斯演讲后自由舞蹈求欢的恢弘圣殿，都是母体构造的仿像，那么何处才是觉醒与自由？有意思的是导演进一步用虚拟技术的狂欢引导观众对虚拟的思考，深受喜爱的追车大战中，崔妮蒂加速的摩托迂回躲避翻滚的车辆和混凝土溅起，大货车顶上墨菲斯流畅地用武士刀制敌，探员惊人的弹跳压塌了汽车引擎罩，沉浸于这些虚拟图像的观众何尝不是在精神上被麻醉？,4
（８／１０）第一部和第三部看过很多遍，唯独第二部从没碰过，这次补坑发现黑客帝国系列不但是优秀的赛博朋克，同时也是优秀的功夫片。,4
重看ING……,4
我还记得是和大澎哥和小燕子一起在红星的第二排看得……那个累啊……李鸭棚的配音……,4
"又名: 黑客帝国2：重装上阵 / 骇客任务：重装上阵 / 廿二世纪杀人网络2: 决战未来

导演: 安迪 瓦仇斯基 (Andy Wachowski)
主演: Keanu Reeves

官方网站: www.whatisthematrix.com
上映年度: 2003
制片国家/地区: 美国
imdb链接: tt0234215

",4
崔丽迪最后要死不死的时候露出了补过的牙这算是bug吗,4
原来漫威玩得飞起的 to be continued 是来自黑客帝国吗？还有英雄落地式，太多经典镜头了，锡安的场面像油画一样，尤其是高速路上特警把车踩爆，真是让人“哇”地一下，以及强烈怀疑拿兵器对打是致敬卧虎藏龙。相比之下，剧情就弱了些，无法撑起来，以及kiss镜头太多了，爆米花味略冲，3.5/5分。,4
第二集的台词真的太棒了,4
艾玛，都不好意思说现在才看。实习时和Chandu说作为一个思维方式简单的数学失学青年，我是太恨矩阵这玩意儿了以至于连Matrix都不想看，而彼时的现实是被矩阵随机过程各种蹂躏。扯远了，关于第二部我得说关于先知和建筑师的爱恨交织六代人那部分的构思还是有点意思的，其余的亮点似乎就只能看场面了。,4
没有第一部好，感觉导演从第一集就开始试图给这么庞大的一个哲学命题一个完整的能够自圆其说的观点，但是说得太多，反而漏洞百出，其实你只要有一个大体的架构就行了，一会让老头解释一会让大妈解释，没一个解释的明白。跟圣女贞德一样，有些拖沓了。,4
沃卓斯基兄弟的电影唯一的缺点就是形式与内容脱节，形式远高于内容就形成了视觉疲劳，即使影片内涵极为丰富，过多的慢镜头打斗成为了故事发展的最大障碍,4
they are always wasting time talking f**king slowly.,4
第2部看得很窝火：1、尼奥能打，特厉害，可是总打不4人，从来打斗都不能给敌人以致命伤....总是看见他打人，无穷无尽的打人...直到导演觉得打够了，才进行下面的剧情。2、某些无聊虚伪自以为是的男人，在上面不厌其烦的讲一些狗屁“理论”，这样可以把电影拖长好多分钟，比如莫妮卡的老公!,4
第二部矩阵之父建筑师的出现，颠覆了上一集的认知，给出了更宏大的世界观，原来一切的一切，都不过是建筑师的作品。锡安这个人类觉醒的反抗组织，以及梅洛收集的系统垃圾，是这个故意迎合人类缺陷而打造的不完美的母体系统中的两种bug。借所谓的救世主程序收集所有bug给建筑师，由此一网打尽实现系统重启和净化。而引导人类意志的工作就交给了矩阵之母先知。尼奥的与众不同之处是被先知植入了爱情的代码，建筑师和先知可以看作是机器文明发展中的保守派和改革派。这一集中最惊艳的视效莫过于天台以一敌百的动作场面，极其炫酷,4
实际上，整个《重装上阵》是尼奥探寻自己使命背后真相的过程，他要为自己的行动寻找一个可以接受的理由。,4
第二次看。十一年前第一次看，用的是一副里面有屏幕的放映眼镜看的，当年南大旁边有一家店专门经营这种私人放映厅。后来那家放映厅消失了，应该是随着电脑的普及和影院观影的普遍化，逐渐没有生意了。当年觉得只是一部精彩的动作片，现在还这么认为——概念性的东西第一部已经全部呈现。,4
“some things never change，and some things do。”,4
还不错。。就是逻辑纠结了点。剧情弱了点，反正就一定能成功，预言能实现，只需要你去看怎么成功的。,4
尼采说过：“人类挥霍地把所有的个体都用作加热他们庞大机器的燃料。”现代文明使人与大自然的原始面貌失去接触，而只能依赖人工所造的“第二自然”生存——曾经是工业时代的机器世界，现在是计算机构成的网络世界。人类物化成机器食物链上的一环，变成被机器驯养的家畜而受控于机器。在迈克尔·莱姆的著作《虚拟现实的形而上学》中，这种状况被浪漫地称作“人与机器的婚姻”。,4
"场面更大，各种子弹穿梭以一敌百更加炫目；武打更多，除了延续东方武打路线外邹兆龙的出场属实亮眼；阵容更强，女神贝鲁奇和基努里维斯都直接亲上了；造型也更加时尚，Neo穿上神父职业装戴上墨镜犹如超人一般的存在。
原来锡安也只是程序允许它的存在，一切只是造物主和先知共同作用下母体对bug的大清洗，而已经是第六代救世主的Neo与女主产生了爱情的变数，拒绝再次成为牺牲品。
电影对黑客帝国的世界观进行了补充，同时又包裹着颇有内核的哲学议题，但特效和打斗的比重太大，过于兼顾商业导致顾此失彼，相比第一部有更多铺垫，大量信息都藏在对话里，也更加晦涩了起来。",4
事实证明Zion也不是现实，而是另一个Matrix…打斗很有老港片的味道，撞车戏太豪华了。只是很多人来得去得莫名其妙。,4
